A0A075B5I0	ENSMUSG00000090765
Q9D958	ENSMUSG00000021917
Q9D964	ENSMUSG00000027199
Q9D967	ENSMUSG00000002329
Q9D968	ENSMUSG00000020246
Q9D976	ENSMUSG00000017720
Q9D979	ENSMUSG00000018479
Q9D991	ENSMUSG00000029526
Q9D992	ENSMUSG00000024786
Q9D994	ENSMUSG00000035295
Q9D995	ENSMUSG00000078653
Q9D9A7	ENSMUSG00000097487
Q9D9B0	ENSMUSG00000017049
Q9D9B4	ENSMUSG00000063458
Q9D9B7	ENSMUSG00000042888
Q9D9B9	ENSMUSG00000096218
Q9D9C0	ENSMUSG00000008307
Q9D9C6	ENSMUSG00000034031
Q9D9D3	ENSMUSG00000036244
Q9D9D5	ENSMUSG00000027355
Q9D9D8	ENSMUSG00000025043
Q9D9D9	ENSMUSG00000118506
Q9D9E0	ENSMUSG00000022199
Q9D9E9	ENSMUSG00000020548
Q9D9F7	ENSMUSG00000048703
Q9D9G2	ENSMUSG00000022085
Q9D9G3	ENSMUSG00000029229
Q9D9G4	ENSMUSG00000031118
Q9D9G7	ENSMUSG00000029883
Q9D9H2	ENSMUSG00000038973
Q9D9H3	ENSMUSG00000038691
Q9D9H5	ENSMUSG00000042184
Q9D9H8	ENSMUSG00000038323
Q9D9I1	ENSMUSG00000032900
Q9D9I4	ENSMUSG00000027465
Q9D9J2	ENSMUSG00000062154
Q9D9J3	ENSMUSG00000046615
Q9D9J7	ENSMUSG00000064158
Q9D9J8	ENSMUSG00000027482
Q9D9K3	ENSMUSG00000003604
Q9D9K8	ENSMUSG00000066383
Q9D9L5	ENSMUSG00000051276
Q9D9M0	ENSMUSG00000021966
Q9D9M2	ENSMUSG00000029640
Q9D9M4	ENSMUSG00000030887
Q9D9M5	ENSMUSG00000027088
Q9D9M9	ENSMUSG00000083695
Q9D9N2	ENSMUSG00000057402
Q9D9N5	ENSMUSG00000053194
Q9D9N8	ENSMUSG00000030008
Q9D9P2	ENSMUSG00000020930
Q9D9P8	ENSMUSG00000029867
Q9D9Q0	ENSMUSG00000023151
Q9D9Q3	ENSMUSG00000074619
Q9D9Q6	ENSMUSG00000019732
Q9D9R0	ENSMUSG00000033107
Q9D9R3	ENSMUSG00000021590
Q9D9R7	ENSMUSG00000031323
Q9D9R9	ENSMUSG00000045350
Q9D9S1	ENSMUSG00000033029
Q9D9S2	ENSMUSG00000040541
Q9D9S4	ENSMUSG00000031181
Q9D9T0	ENSMUSG00000021790
Q9D9T3	ENSMUSG00000094739
Q9D9T6	ENSMUSG00000026226
Q9D9U4	ENSMUSG00000012211
Q9D9U9	ENSMUSG00000026546
Q9D9V2	ENSMUSG00000028575
Q9D9V3	ENSMUSG00000019883
Q9D9V4	ENSMUSG00000023966
Q9D9V7	ENSMUSG00000015377
Q9D9W0	ENSMUSG00000009115
Q9D9W1	ENSMUSG00000010136
Q9D9W6	ENSMUSG00000021414
Q9D9X6	ENSMUSG00000034552
Q9D9X8	ENSMUSG00000053184
Q9D9Y7	ENSMUSG00000024728
Q9D9Y8	ENSMUSG00000029784
Q9D9Z1	ENSMUSG00000027331
Q9D9Z5	ENSMUSG00000074247
Q9D9Z7	ENSMUSG00000045022
Q9DA01	ENSMUSG00000017733
Q9DA03	ENSMUSG00000020268
Q9DA04	ENSMUSG00000025652
Q9DA08	ENSMUSG00000030714
Q9DA11	ENSMUSG00000020945
Q9DA15	ENSMUSG00000029248
Q9DA16	ENSMUSG00000066500
Q9DA17	ENSMUSG00000039032
Q9DA19	ENSMUSG00000041777
Q9DA21	ENSMUSG00000030292
Q9DA37	ENSMUSG00000021770
Q9DA39	ENSMUSG00000020225
Q9DA42	ENSMUSG00000027518
Q9DA44	ENSMUSG00000010538
Q9DA47	ENSMUSG00000049692
Q9DA48	ENSMUSG00000028264
Q9DA57	ENSMUSG00000017767
Q9DA59	ENSMUSG00000027409
Q9DA60	ENSMUSG00000036574
Q9DA64	ENSMUSG00000042200
Q9DA69	ENSMUSG00000007867
Q9DA73	ENSMUSG00000044362
Q9DA75	ENSMUSG00000028655
Q9DA77	ENSMUSG00000031512
Q9DA79	ENSMUSG00000031898
Q9DA80	ENSMUSG00000023806
Q9DA81	ENSMUSG00000058935
Q9DA83	ENSMUSG00000031809
Q9DA97	ENSMUSG00000034219
Q9DAA3	ENSMUSG00000029320
Q9DAA4	ENSMUSG00000029909
Q9DAA5	ENSMUSG00000031509
Q9DAA6	ENSMUSG00000034321
Q9DAA7	ENSMUSG00000015962
Q9DAB5	ENSMUSG00000048155
Q9DAC0	ENSMUSG00000035785
Q9DAC5	ENSMUSG00000054727
Q9DAC6	ENSMUSG00000041399
Q9DAC7	ENSMUSG00000066637
Q9DAD0	ENSMUSG00000027886
Q9DAD6	ENSMUSG00000044444
Q9DAD9	ENSMUSG00000100200
Q9DAE2	ENSMUSG00000073894
Q9DAE3	ENSMUSG00000027927
Q9DAE7	ENSMUSG00000031927
Q9DAE8	ENSMUSG00000079144
Q9DAF1	ENSMUSG00000029766
Q9DAF3	ENSMUSG00000047619
Q9DAF8	ENSMUSG00000031682
Q9DAG4	ENSMUSG00000051896
Q9DAG5	ENSMUSG00000036557
Q9DAG6	ENSMUSG00000020213
Q9DAG9	ENSMUSG00000021902
Q9DAH1	ENSMUSG00000027431
Q9DAH2	ENSMUSG00000044526
Q9DAI2	ENSMUSG00000007987
Q9DAI4	ENSMUSG00000026788
Q9DAI6	ENSMUSG00000036800
Q9DAI7	ENSMUSG00000057047
Q9DAI9	ENSMUSG00000026894
Q9DAJ2	ENSMUSG00000020799
Q9DAJ4	ENSMUSG00000005150
Q9DAJ5	ENSMUSG00000034467
Q9DAJ7	ENSMUSG00000055826
Q9DAJ8	ENSMUSG00000069118
Q9DAK2	ENSMUSG00000037196
Q9DAK3	ENSMUSG00000019944
Q9DAK4	ENSMUSG00000027530
Q9DAK8	ENSMUSG00000064307
Q9DAK9	ENSMUSG00000036504
Q9DAL0	ENSMUSG00000020270
Q9DAL3	ENSMUSG00000050685
Q9DAL7	ENSMUSG00000066382
Q9DAL9	ENSMUSG00000030858
Q9DAM1	ENSMUSG00000027702
Q9DAM2	ENSMUSG00000044056
Q9DAM3	ENSMUSG00000017832
Q9DAM5	ENSMUSG00000020744
Q9DAM7	ENSMUSG00000060935
Q9DAM9	ENSMUSG00000053111
Q9DAN1	ENSMUSG00000030968
Q9DAN6	ENSMUSG00000022487
Q9DAN8	ENSMUSG00000027443
Q9DAN9	ENSMUSG00000010841
Q9DAP0	ENSMUSG00000020878
Q9DAP7	ENSMUSG00000005470
Q9DAQ4	ENSMUSG00000030030
Q9DAQ5	ENSMUSG00000018543
Q9DAQ9	ENSMUSG00000031991
Q9DAR0	ENSMUSG00000021534
Q9DAR1	ENSMUSG00000074127
Q9DAR2	ENSMUSG00000019178
Q9DAR5	ENSMUSG00000095384
Q9DAR6	ENSMUSG00000027564
Q9DAR7	ENSMUSG00000032040
Q9DAS1	ENSMUSG00000054400
Q9DAS2	ENSMUSG00000029182
Q9DAS4	ENSMUSG00000021346
Q9DAS9	ENSMUSG00000036402
Q9DAT2	ENSMUSG00000027569
Q9DAT5	ENSMUSG00000022386
Q9DAT7	ENSMUSG00000057195
Q9DAU1	ENSMUSG00000023973
Q9DAU7	ENSMUSG00000017723
Q9DAU9	ENSMUSG00000047141
Q9DAV5	ENSMUSG00000070796
Q9DAV6	ENSMUSG00000021403
Q9DAV8	ENSMUSG00000019756
Q9DAV9	ENSMUSG00000028420
Q9DAW6	ENSMUSG00000066148
Q9DAW9	ENSMUSG00000053931
Q9DAX0	ENSMUSG00000035491
Q9DAX2	ENSMUSG00000052151
Q9DAX3	ENSMUSG00000037482
Q9DAX4	ENSMUSG00000094690
Q9DAX9	ENSMUSG00000018481
Q9DAY2	ENSMUSG00000021345
Q9DAY5	ENSMUSG00000050088
Q9DAY6	ENSMUSG00000075054
Q9DAZ2	ENSMUSG00000069258
Q9DAZ5	ENSMUSG00000035595
Q9DAZ9	ENSMUSG00000068580
Q9DB05	ENSMUSG00000006024
Q9DB07	ENSMUSG00000002031
Q9DB10	ENSMUSG00000022452
Q9DB15	ENSMUSG00000039640
Q9DB16	ENSMUSG00000021981
Q9DB20	ENSMUSG00000022956
Q9DB24	ENSMUSG00000031409
Q9DB25	ENSMUSG00000036632
Q9DB26	ENSMUSG00000079484
Q9DB27	ENSMUSG00000000355
Q9DB28	ENSMUSG00000060152
Q9DB29	ENSMUSG00000062054
Q9DB30	ENSMUSG00000030815
Q9DB32	ENSMUSG00000061046
Q9DB34	ENSMUSG00000033916
Q9DB38	ENSMUSG00000055633
Q9DB40	ENSMUSG00000026799
Q9DB41	ENSMUSG00000004902
Q9DB42	ENSMUSG00000028840
Q9DB43	ENSMUSG00000024792
Q9DB50	ENSMUSG00000031367
Q9DB52	ENSMUSG00000074922
Q9DB54	ENSMUSG00000029463
Q9DB60	ENSMUSG00000029059
Q9DB70	ENSMUSG00000025040
Q9DB72	ENSMUSG00000000202
Q9DB73	ENSMUSG00000026456
Q9DB75	ENSMUSG00000004071
Q9DB76	ENSMUSG00000022217
Q9DB77	ENSMUSG00000030884
Q9DB85	ENSMUSG00000030888
Q9DB90	ENSMUSG00000002210
Q9DB91	ENSMUSG00000003444
Q9DB94	ENSMUSG00000022787
Q9DB96	ENSMUSG00000022204
Q9DB98	ENSMUSG00000078813
Q9DBA6	ENSMUSG00000020087
Q9DBA8	ENSMUSG00000015890
Q9DBB1	ENSMUSG00000019960
Q9DBB4	ENSMUSG00000022020
Q9DBB5	ENSMUSG00000093661
Q9DBB8	ENSMUSG00000011382
Q9DBB9	ENSMUSG00000023176
Q9DBC0	ENSMUSG00000035757
Q9DBC3	ENSMUSG00000024019
Q9DBC7	ENSMUSG00000020612
Q9DBD0	ENSMUSG00000033688
Q9DBD2	ENSMUSG00000025702
Q9DBD5	ENSMUSG00000018921
Q9DBE0	ENSMUSG00000023044
Q9DBE8	ENSMUSG00000039740
Q9DBE9	ENSMUSG00000020706
Q9DBF1	ENSMUSG00000053644
Q9DBF7	ENSMUSG00000018541
Q9DBG1	ENSMUSG00000026170
Q9DBG3	ENSMUSG00000035152
Q9DBG5	ENSMUSG00000024197
Q9DBG6	ENSMUSG00000027642
Q9DBG7	ENSMUSG00000032042
Q9DBG9	ENSMUSG00000040158
Q9DBH0	ENSMUSG00000031930
Q9DBH5	ENSMUSG00000021484
Q9DBI0	ENSMUSG00000016942
Q9DBI2	ENSMUSG00000035759
Q9DBJ1	ENSMUSG00000011752
Q9DBJ3	ENSMUSG00000038859
Q9DBJ6	ENSMUSG00000022426
Q9DBK0	ENSMUSG00000021620
Q9DBK7	ENSMUSG00000032596
Q9DBL1	ENSMUSG00000030861
Q9DBL2	ENSMUSG00000027865
Q9DBL7	ENSMUSG00000001755
Q9DBL9	ENSMUSG00000032540
Q9DBM0	ENSMUSG00000024254
Q9DBM1	ENSMUSG00000063808
Q9DBM2	ENSMUSG00000022853
Q9DBN1	ENSMUSG00000028327
Q9DBN4	ENSMUSG00000025871
Q9DBN5	ENSMUSG00000047866
Q9DBN9	ENSMUSG00000026404
Q9DBP0	ENSMUSG00000029188
Q9DBQ7	ENSMUSG00000026584
Q9DBQ9	ENSMUSG00000052748
Q9DBR0	ENSMUSG00000024045
Q9DBR1	ENSMUSG00000027433
Q9DBR2	ENSMUSG00000043259
Q9DBR3	ENSMUSG00000032468
Q9DBR4	ENSMUSG00000029207
Q9DBR7	ENSMUSG00000019907
Q9DBS1	ENSMUSG00000030095
Q9DBS2	ENSMUSG00000029030
Q9DBS4	ENSMUSG00000027380
Q9DBS5	ENSMUSG00000003546
Q9DBS8	ENSMUSG00000021671
Q9DBS9	ENSMUSG00000029822
Q9DBT3	ENSMUSG00000002608
Q9DBT4	ENSMUSG00000095463
Q9DBT4	ENSMUSG00000022066
Q9DBT5	ENSMUSG00000027889
Q9DBT9	ENSMUSG00000042102
Q9DBU0	ENSMUSG00000002320
Q9DBU2	ENSMUSG00000005982
Q9DBU3	ENSMUSG00000024404
Q9DBU5	ENSMUSG00000029634
Q9DBU6	ENSMUSG00000034544
Q9DBV4	ENSMUSG00000029070
Q9DBW0	ENSMUSG00000079057
Q9DBW3	ENSMUSG00000018931
Q9DBX1	ENSMUSG00000022018
Q9DBX2	ENSMUSG00000009030
Q9DBX3	ENSMUSG00000006342
Q9DBX6	ENSMUSG00000040703
Q9DBX7	ENSMUSG00000032744
Q9DBY0	ENSMUSG00000023991
Q9DBY4	ENSMUSG00000043496
Q9DBY5	ENSMUSG00000089715
Q9DBY8	ENSMUSG00000026516
Q9DBZ1	ENSMUSG00000019975
Q9DBZ5	ENSMUSG00000053565
Q9DC04	ENSMUSG00000059810
Q9DC11	ENSMUSG00000026748
Q9DC16	ENSMUSG00000001576
Q9DC22	ENSMUSG00000026571
Q9DC23	ENSMUSG00000027006
Q9DC26	ENSMUSG00000029650
Q9DC28	ENSMUSG00000025162
Q9DC29	ENSMUSG00000026198
Q9DC33	ENSMUSG00000032329
Q9DC37	ENSMUSG00000027775
Q9DC40	ENSMUSG00000024170
Q9DC47	ENSMUSG00000054648
Q9DC48	ENSMUSG00000038446
Q9DC50	ENSMUSG00000003623
Q9DC51	ENSMUSG00000000001
Q9DC53	ENSMUSG00000052560
Q9DC58	ENSMUSG00000020057
Q9DC60	ENSMUSG00000047719
Q9DC61	ENSMUSG00000026926
Q9DC63	ENSMUSG00000027180
Q9DC69	ENSMUSG00000000399
Q9DC70	ENSMUSG00000020153
Q9DC71	ENSMUSG00000028861
Q9DC77	ENSMUSG00000041476
Q9DCA5	ENSMUSG00000022247
Q9DCA7	ENSMUSG00000025468
Q9DCB1	ENSMUSG00000066456
Q9DCB3	ENSMUSG00000043419
Q9DCB4	ENSMUSG00000032503
Q9DCB8	ENSMUSG00000021241
Q9DCC3	ENSMUSG00000028461
Q9DCC4	ENSMUSG00000022571
Q9DCC7	ENSMUSG00000052605
Q9DCC8	ENSMUSG00000093904
Q9DCD0	ENSMUSG00000028961
Q9DCD2	ENSMUSG00000019470
Q9DCD5	ENSMUSG00000012296
Q9DCD6	ENSMUSG00000018567
Q9DCE5	ENSMUSG00000038683
Q9DCE9	ENSMUSG00000078853
Q9DCF1	ENSMUSG00000002032
Q9DCF9	ENSMUSG00000027828
Q9DCG2	ENSMUSG00000060703
Q9DCG6	ENSMUSG00000112129
Q9DCG9	ENSMUSG00000038812
Q9DCH2	ENSMUSG00000029715
Q9DCH4	ENSMUSG00000031029
Q9DCH6	ENSMUSG00000030629
Q9DCI3	ENSMUSG00000003062
Q9DCI9	ENSMUSG00000015672
Q9DCJ1	ENSMUSG00000024142
Q9DCJ5	ENSMUSG00000026895
Q9DCJ7	ENSMUSG00000065990
Q9DCJ9	ENSMUSG00000042684
Q9DCK3	ENSMUSG00000025511
Q9DCK4	ENSMUSG00000073423
Q9DCL2	ENSMUSG00000032381
Q9DCL4	ENSMUSG00000057234
Q9DCL8	ENSMUSG00000047714
Q9DCL9	ENSMUSG00000029247
Q9DCM0	ENSMUSG00000064254
Q9DCM2	ENSMUSG00000029864
Q9DCM4	ENSMUSG00000022420
Q9DCM7	ENSMUSG00000026932
Q9DCN1	ENSMUSG00000024228
Q9DCN2	ENSMUSG00000018042
Q9DCN7	ENSMUSG00000020521
Q9DCP2	ENSMUSG00000010064
Q9DCP4	ENSMUSG00000055312
Q9DCP9	ENSMUSG00000000346
Q9DCQ2	ENSMUSG00000038704
Q9DCQ3	ENSMUSG00000103421
Q9DCQ3	ENSMUSG00000098306
Q9DCR2	ENSMUSG00000024480
Q9DCR4	ENSMUSG00000091337
Q9DCS1	ENSMUSG00000023367
Q9DCS2	ENSMUSG00000025731
Q9DCS3	ENSMUSG00000028910
Q9DCS9	ENSMUSG00000040048
Q9DCT1	ENSMUSG00000045410
Q9DCT2	ENSMUSG00000005510
Q9DCT6	ENSMUSG00000020831
Q9DCT8	ENSMUSG00000006356
Q9DCU0	ENSMUSG00000032278
Q9DCU2	ENSMUSG00000031775
Q9DCU6	ENSMUSG00000003299
Q9DCU9	ENSMUSG00000025176
Q9DCV3	ENSMUSG00000030747
Q9DCV4	ENSMUSG00000028229
Q9DCV6	ENSMUSG00000024442
Q9DCV7	ENSMUSG00000023039
Q9DCW2	ENSMUSG00000032372
Q9DCW4	ENSMUSG00000004610
Q9DCX1	ENSMUSG00000034509
Q9DCX2	ENSMUSG00000034566
Q9DCX7	ENSMUSG00000046082
Q9DCX8	ENSMUSG00000019762
Q9DCY0	ENSMUSG00000024694
Q9DCZ1	ENSMUSG00000000253
Q9DCZ4	ENSMUSG00000079508
Q9DCZ9	ENSMUSG00000053040
Q9DD02	ENSMUSG00000062797
Q9DD03	ENSMUSG00000027935
Q9DD06	ENSMUSG00000009281
Q9DD16	ENSMUSG00000037349
Q9DD18	ENSMUSG00000027430
Q9DD19	ENSMUSG00000038618
Q9DD20	ENSMUSG00000025347
Q9DD23	ENSMUSG00000022595
Q9DD24	ENSMUSG00000042712
Q9EP51	ENSMUSG00000094553
Q9EP52	ENSMUSG00000024098
Q9EP53	ENSMUSG00000026812
Q9EP55	ENSMUSG00000045581
Q9EP64	ENSMUSG00000031250
Q9EP66	ENSMUSG00000045502
Q9EP69	ENSMUSG00000025240
Q9EP71	ENSMUSG00000022246
Q9EP72	ENSMUSG00000055943
Q9EP73	ENSMUSG00000016496
Q9EP75	ENSMUSG00000024292
Q9EP78	ENSMUSG00000037347
Q9EP79	ENSMUSG00000060816
Q9EP89	ENSMUSG00000032370
Q9EP95	ENSMUSG00000061100
Q9EP96	ENSMUSG00000030237
Q9EP97	ENSMUSG00000005204
Q9EPA7	ENSMUSG00000028992
Q9EPB4	ENSMUSG00000030793
Q9EPB5	ENSMUSG00000058586
Q9EPB7	ENSMUSG00000068696
Q9EPB8	ENSMUSG00000047203
Q9EPC1	ENSMUSG00000030770
Q9EPC2	ENSMUSG00000000182
Q9EPC5	ENSMUSG00000028996
Q9EPE9	ENSMUSG00000031862
Q9EPF5	ENSMUSG00000073901
Q9EPF6	ENSMUSG00000073900
Q9EPF7	ENSMUSG00000109058
Q9EPF8	ENSMUSG00000109354
Q9EPG2	ENSMUSG00000045013
Q9EPG6	ENSMUSG00000073896
Q9EPJ9	ENSMUSG00000027575
Q9EPK2	ENSMUSG00000060090
Q9EPK5	ENSMUSG00000027803
Q9EPK6	ENSMUSG00000024357
Q9EPK7	ENSMUSG00000022100
Q9EPK8	ENSMUSG00000014158
Q9EPL0	ENSMUSG00000020868
Q9EPL2	ENSMUSG00000039953
Q9EPL4	ENSMUSG00000030876
Q9EPL5	ENSMUSG00000043089
Q9EPL8	ENSMUSG00000066232
Q9EPL9	ENSMUSG00000029098
Q9EPM5	ENSMUSG00000001333
Q9EPN1	ENSMUSG00000027799
Q9EPN9	ENSMUSG00000073938
Q9EPQ1	ENSMUSG00000044827
Q9EPQ2	ENSMUSG00000057132
Q9EPQ7	ENSMUSG00000046027
Q9EPQ8	ENSMUSG00000041852
Q9EPR2	ENSMUSG00000027999
Q9EPR4	ENSMUSG00000027340
Q9EPR5	ENSMUSG00000029093
Q9EPS2	ENSMUSG00000017311
Q9EPS3	ENSMUSG00000032252
Q9EPS4	ENSMUSG00000035523
Q9EPS5	ENSMUSG00000095543
Q9EPS5	ENSMUSG00000096386
Q9EPS6	ENSMUSG00000062483
Q9EPS7	ENSMUSG00000066850
Q9EPS9	ENSMUSG00000091874
Q9EPT1	ENSMUSG00000058631
Q9EPT5	ENSMUSG00000032548
Q9EPU0	ENSMUSG00000058301
Q9EPU4	ENSMUSG00000034022
Q9EPU5	ENSMUSG00000023915
Q9EPV7	ENSMUSG00000023263
Q9EPV8	ENSMUSG00000084786
Q9EPV9	ENSMUSG00000039785
Q9EPW2	ENSMUSG00000030087
Q9EPW4	ENSMUSG00000008874
Q9EPW9	ENSMUSG00000051498
Q9EPX2	ENSMUSG00000021223
Q9EPX5	ENSMUSG00000066892
Q9EQ00	ENSMUSG00000022236
Q9EQ06	ENSMUSG00000029311
Q9EQ08	ENSMUSG00000005043
Q9EQ09	ENSMUSG00000030162
Q9EQ14	ENSMUSG00000025383
Q9EQ15	ENSMUSG00000000884
Q9EQ16	ENSMUSG00000048521
Q9EQ20	ENSMUSG00000021238
Q9EQ21	ENSMUSG00000050440
Q9EQ31	ENSMUSG00000036832
Q9EQ32	ENSMUSG00000025017
Q9EQ41	ENSMUSG00000091734
Q9EQ45	ENSMUSG00000061653
Q9EQ46	ENSMUSG00000096051
Q9EQ47	ENSMUSG00000068234
Q9EQ48	ENSMUSG00000062546
Q9EQ52	ENSMUSG00000057592
Q9EQ61	ENSMUSG00000020430
Q9EQ80	ENSMUSG00000026036
Q9EQ84	ENSMUSG00000059106
Q9EQ86	ENSMUSG00000059366
Q9EQ87	ENSMUSG00000057424
Q9EQ90	ENSMUSG00000049708
Q9EQ91	ENSMUSG00000096555
Q9EQ92	ENSMUSG00000094970
Q9EQ93	ENSMUSG00000048501
Q9EQ94	ENSMUSG00000094269
Q9EQ95	ENSMUSG00000057349
Q9EQ96	ENSMUSG00000093934
Q9EQ97	ENSMUSG00000063176
Q9EQ98	ENSMUSG00000064333
Q9EQ99	ENSMUSG00000063221
Q9EQA0	ENSMUSG00000058515
Q9EQA2	ENSMUSG00000094449
Q9EQA5	ENSMUSG00000095527
Q9EQA6	ENSMUSG00000096167
Q9EQA9	ENSMUSG00000066747
Q9EQB2	ENSMUSG00000070311
Q9EQB4	ENSMUSG00000094182
Q9EQB5	ENSMUSG00000063380
Q9EQB6	ENSMUSG00000094745
Q9EQB7	ENSMUSG00000095322
Q9EQB8	ENSMUSG00000062649
Q9EQB9	ENSMUSG00000005267
Q9EQC0	ENSMUSG00000027221
Q9EQC1	ENSMUSG00000042289
Q9EQC4	ENSMUSG00000032262
Q9EQC5	ENSMUSG00000024941
Q9EQC7	ENSMUSG00000020325
Q9EQC8	ENSMUSG00000004895
Q9EQD0	ENSMUSG00000045005
Q9EQF2	ENSMUSG00000029866
Q9EQF4	ENSMUSG00000031933
Q9EQF5	ENSMUSG00000022304
Q9EQF6	ENSMUSG00000029168
Q9EQG3	ENSMUSG00000022123
Q9EQG5	ENSMUSG00000031872
Q9EQG7	ENSMUSG00000023960
Q9EQG9	ENSMUSG00000021669
Q9EQH2	ENSMUSG00000021583
Q9EQH3	ENSMUSG00000031696
Q9EQH4	ENSMUSG00000023980
Q9EQH7	ENSMUSG00000027977
Q9EQI5	ENSMUSG00000029372
Q9EQI8	ENSMUSG00000030612
Q9EQJ0	ENSMUSG00000032741
Q9EQJ9	ENSMUSG00000052539
Q9EQM3	ENSMUSG00000054160
Q9EQM5	ENSMUSG00000068048
Q9EQM6	ENSMUSG00000022718
Q9EQN3	ENSMUSG00000029723
Q9EQN9	ENSMUSG00000040918
Q9EQP2	ENSMUSG00000027293
Q9EQP6	ENSMUSG00000060890
Q9EQQ2	ENSMUSG00000024487
Q9EQQ3	ENSMUSG00000040372
Q9EQQ4	ENSMUSG00000041907
Q9EQQ7	ENSMUSG00000050281
Q9EQQ9	ENSMUSG00000025220
Q9EQR4	ENSMUSG00000028262
Q9EQR5	ENSMUSG00000090077
Q9EQR6	ENSMUSG00000028453
Q9EQS3	ENSMUSG00000028647
Q9EQS9	ENSMUSG00000032816
Q9EQT3	ENSMUSG00000039960
Q9EQT6	ENSMUSG00000027220
Q9EQU3	ENSMUSG00000045322
Q9EQU5	ENSMUSG00000054766
Q9EQW4	ENSMUSG00000054417
Q9EQW6	ENSMUSG00000039830
Q9EQW8	ENSMUSG00000027971
Q9EQX0	ENSMUSG00000064177
Q9EQX4	ENSMUSG00000001864
Q9EQY0	ENSMUSG00000020715
Q9EQY5	ENSMUSG00000015852
Q9EQZ6	ENSMUSG00000049044
Q9EQZ7	ENSMUSG00000037386
Q9ER00	ENSMUSG00000028879
Q9ER04	ENSMUSG00000032268
Q9ER05	ENSMUSG00000031896
Q9ER10	ENSMUSG00000045027
Q9ER35	ENSMUSG00000025175
Q9ER38	ENSMUSG00000060519
Q9ER39	ENSMUSG00000026849
Q9ER41	ENSMUSG00000026848
Q9ER42	ENSMUSG00000021381
Q9ER47	ENSMUSG00000059742
Q9ER58	ENSMUSG00000058297
Q9ER62	ENSMUSG00000010751
Q9ER63	ENSMUSG00000037613
Q9ER64	ENSMUSG00000037606
Q9ER65	ENSMUSG00000032452
Q9ER67	ENSMUSG00000025268
Q9ER69	ENSMUSG00000060475
Q9ER71	ENSMUSG00000046768
Q9ER72	ENSMUSG00000010755
Q9ER73	ENSMUSG00000027167
Q9ER75	ENSMUSG00000031738
Q9ER80	ENSMUSG00000033355
Q9ER88	ENSMUSG00000068921
Q9ER97	ENSMUSG00000021032
Q9ER99	ENSMUSG00000040715
Q9ER99	ENSMUSG00000078515
Q9ERA0	ENSMUSG00000009733
Q9ERA6	ENSMUSG00000029345
Q9ERB0	ENSMUSG00000022765
Q9ERB5	ENSMUSG00000030235
Q9ERC3	ENSMUSG00000055200
Q9ERC8	ENSMUSG00000050272
Q9ERD6	ENSMUSG00000026594
Q9ERD7	ENSMUSG00000062380
Q9ERD8	ENSMUSG00000022439
Q9ERE2	ENSMUSG00000067615
Q9ERE3	ENSMUSG00000025915
Q9ERE7	ENSMUSG00000038503
Q9ERE8	ENSMUSG00000070462
Q9ERE9	ENSMUSG00000022619
Q9ERF3	ENSMUSG00000061559
Q9ERG0	ENSMUSG00000023022
Q9ERG2	ENSMUSG00000020954
Q9ERH4	ENSMUSG00000027306
Q9ERH6	ENSMUSG00000096458
Q9ERH7	ENSMUSG00000027177
Q9ERH8	ENSMUSG00000021553
Q9ERI2	ENSMUSG00000032202
Q9ERI5	ENSMUSG00000056962
Q9ERI6	ENSMUSG00000020621
Q9ERK0	ENSMUSG00000005251
Q9ERK4	ENSMUSG00000002718
Q9ERK7	ENSMUSG00000027950
Q9ERK9	ENSMUSG00000048779
Q9ERL0	ENSMUSG00000024212
Q9ERL7	ENSMUSG00000060791
Q9ERL9	ENSMUSG00000033910
Q9ERM2	ENSMUSG00000001014
Q9ERN0	ENSMUSG00000040188
Q9ERP3	ENSMUSG00000062077
Q9ERQ3	ENSMUSG00000040209
Q9ERQ8	ENSMUSG00000031883
Q9ERR1	ENSMUSG00000018736
Q9ERR8	ENSMUSG00000046556
Q9ERS2	ENSMUSG00000036199
Q9ERS4	ENSMUSG00000002733
Q9ERS5	ENSMUSG00000031557
Q9ERS6	ENSMUSG00000059203
Q9ERS7	ENSMUSG00000070942
Q9ERT2	ENSMUSG00000039079
Q9ERT9	ENSMUSG00000022490
Q9ERU3	ENSMUSG00000059878
Q9ERU9	ENSMUSG00000003226
Q9ERV1	ENSMUSG00000000439
Q9ERV7	ENSMUSG00000025507
Q9ERY9	ENSMUSG00000021252
Q9ERZ0	ENSMUSG00000028332
Q9ERZ3	ENSMUSG00000046159
Q9ERZ4	ENSMUSG00000045613
Q9ERZ6	ENSMUSG00000075324
Q9ES00	ENSMUSG00000028960
Q9ES03	ENSMUSG00000031965
Q9ES17	ENSMUSG00000027718
Q9ES18	ENSMUSG00000003154
Q9ES28	ENSMUSG00000031511
Q9ES30	ENSMUSG00000058914
Q9ES34	ENSMUSG00000029577
Q9ES46	ENSMUSG00000022438
Q9ES52	ENSMUSG00000026288
Q9ES56	ENSMUSG00000032112
Q9ES57	ENSMUSG00000022667
Q9ES61	ENSMUSG00000056290
Q9ES63	ENSMUSG00000051527
Q9ES70	ENSMUSG00000026749
Q9ES74	ENSMUSG00000026393
Q9ES81	ENSMUSG00000019848
Q9ES82	ENSMUSG00000022803
Q9ES83	ENSMUSG00000071317
Q9ES88	ENSMUSG00000001095
Q9ES89	ENSMUSG00000027963
Q9ES90	ENSMUSG00000026271
Q9ES97	ENSMUSG00000024758
